#DEVICE_TYPE,DEVICE_ID,AIRCRAFT_MODEL,REGISTRATION,CN,TRACKED,IDENTIFIED
'I','4053FE','LS-4','G-LSLS','288','Y','Y'
'I','40540A','ASW-19','G-EENZ','RNT','Y','Y'
'I','40540B','Std Cirrus','G-CJCJ','C7','Y','Y'
'I','405417','Std Cirrus','G-DDVS','VS','Y','Y'
'I','40541C','Discus','G-CHMO','364','Y','Y'
'I','40541D','ASW 27','G-TIAB','BL','Y','Y'
'I','405425','LS8-18','G-CHTS','H8','Y','Y'
'I','405434','LS-8 t','G-CKEZ','EZ','Y','Y'
'I','405449','LS6C18','G-CHPD','62','Y','Y'
'I','40544A','Ventus 2cxT','G-DKFU','X11','N','Y'
'I','40544B','PIK20B','G-DDFK','DFK','Y','Y'
'I','40544F','Discus','G-DHGL','HGL','Y','Y'
'I','405466','Discus','G-CHSD','D15','Y','Y'
'I','405472','Ventus 2cT','G-EVII','V11','Y','Y'
'I','405492','LS4','G-CJLH','JLH','Y','Y'
'I','4054AD','Mini Nimbus','G-CJZL','JZL','Y','Y'
'I','4054B9','LS4b','G-CHVV','HVV','N','Y'
'I','4054DB','Grob Astir CS','G-CGBJ','GBJ','Y','Y'
'I','4054DC','ASK-21','G-DESU','ESU','Y','Y'
'I','4054DD','LS-4','G-CHZY','EN','N','Y'
'I','4054E0','Std Libelle','G-DCSR','CSR','Y','Y'
'I','4054EE','Puchacz','G-CFYA','FYA','Y','Y'
'I','4054F5','Ventus cT','G-IFWD','888','Y','Y'
'I','4054F8','Centrair Pegase 101a','G-DETM','M7','Y','Y'
'I','405501','LS-4','G-CHPL','HPL','Y','Y'
'I','405503','K21','G-CHLP','HLP','Y','Y'
'I','40551F','Discus','G-CFYN','J3','Y','Y'
'I','405521','Discus','G-CHPH','L94','Y','Y'
'I','405529','LS-4','G-CFHL','136','N','Y'
'I','40552B','STANDARD LIBELLE 201 B','G DCUJ','T','Y','Y'
'I','40552C','Grob Astir CS','G-CFCJ','FCJ','Y','Y'
'I','40554A','Ka6e','G-DCGB','','Y','Y'
'I','40555C','Carmam JP15','G-CHMU','MU','Y','Y'
'I','405562','Discus t','G-CJOC','208','N','Y'
'I','40556E','ASK 21','G-DEKG','A15','Y','Y'
'I','405589','Grob Twin Astir II','G-JAPK','PK','Y','Y'
'I','40558C','Puchacz','G-CKAN','KAN','Y','Y'
'I','405597','Slingsby T65A Vega','G-VEGA','AS','Y','Y'
'I','4055A4','ASW-20','G-DFAF','271','Y','Y'
'I','4055C3','Glider','G-DCYC','CYC','Y','Y'
'I','4055DF','Nimbus 2C','G-CFVE','FVE','Y','Y'
'I','4055F2','ASK 18','G-DDLB','DLB','Y','Y'
'I','4055F7','Std. Cirrus','G-CHZU','B11','Y','Y'
'I','4055FA','Centrair Pegase 101A','G-DEVM','N51','Y','Y'
'I','405603','LS7','G-DFOG','952','Y','Y'
'I','40560D','LS-6b','G-LSGB','6B','Y','Y'
'I','405614','Glider','G-CHSO','493','Y','Y'
'I','405616','Discus','G-CJGL','27','Y','Y'
'I','405642','Std Cirrus','G-CJUU','JUU','Y','Y'
'I','40564C','Pegase','G-CFVM','369','Y','Y'
'I','405652','Pegase 101A','G-CFJK','189','Y','Y'
'I','405671','LS6-18W','G-CGBG','521','Y','Y'
'I','405675','ASW-19','G-CUGC','CU','N','Y'
'I','40567F','ASW15','G-CGDY','914','Y','Y'
'I','40568D','ASK-18','G-CJKU','JKU','Y','Y'
'I','4056AF','K8','G-DDGA','DGA','Y','Y'
'I','4056B1','Std Cirrus','G-CHKC','HKC','Y','Y'
'I','4056B2','K13','G-CHUF','HUF','Y','Y'
'I','4056B4','LS8-18','G-GZIP','Z-19','Y','Y'
'I','4056DD','K6E','G-CFXU','FXU','Y','Y'
'I','4056E2','Pik 20D','G-CJVE','JVE','Y','Y'
'I','4056E8','DG-300','G-CFSR','','Y','Y'
'I','4056EC','Club Libelle','G DDEO','716','Y','Y'
'I','4056F2','Grob Astir CS','G-CJWR','JWR','Y','Y'
'I','405701','Astir','G-CJKW','JKW','Y','Y'
'I','40570E','Discus','G-CHEN','735','Y','Y'
'I','405711','SZD Junior','G-DHCW','HCW','Y','Y'
'I','40574B','DG200','G-CJVP','JVP','Y','Y'
'I','405754','Grob 102 Astir CS77','G-DDUL','642','Y','Y'
'I','40575D','Nimbus 2','G-DEGS','2CS','N','Y'
'I','40575E','ASW19','G-DHCV','HCV','Y','Y'
'I','405763','Ventus 2','G-CJZM','C64','Y','Y'
'I','40576D','ASK-18','G-CJMK','R49','N','Y'
'I','40577A','Glider','G-CJCX','JCX','Y','Y'
'I','40577B','LS6-18W','G-LSCP','CP','Y','Y'
'I','405782','Discus bt','G-CJWK','722','Y','Y'
'I','405783','ASK-21','G-CJWD','JWD','Y','Y'
'I','405784','ASK 21','G-CFBV','FBV','Y','Y'
'I','4057A0','Ventus 2ct','G-CKAS','KAS','Y','Y'
'I','4057D6','Nimbus 2','G- DEHT','EHT','Y','Y'
'I','4057FB','Junior','G-CFFY','FFY','Y','Y'
'I','405806','Discus','G-CJGL','27','Y','Y'
'I','405814','DG300','G-CJRC','','Y','Y'
'I','405817','ASK-21','G-CKCZ','KCZ','Y','Y'
'I','40581B','ASK-21','G-CJKO','R20','Y','Y'
'I','405827','ASW-19','G-CJKS','S19','Y','Y'
'I','40582B','ASW20BL','G-CFBA','178','Y','Y'
'I','405847','Astir Jeans','G-CFSH','FSH','Y','Y'
'I','405851','LS-7','G-CHDX','A2','Y','Y'
'I','40586C','ASK21','G-CGAM','GAM','Y','Y'
'I','405870','Std. Cirrus','G-CHGG','HGG','Y','Y'
'I','40588A','Glider','G-DDVN','DVN','Y','Y'
'I','40588E','ASK-21','G-CHYT','HYT','Y','Y'
'I','4058AC','K8','G-DDUK','DUK','Y','Y'
'I','4058CE','Grob Astir CS','G-DDRW','R57','Y','Y'
'I','4058DE','ASW-20','G-CHDJ','HDJ','N','Y'
'I','4058E5','Slingsby Vega (17)','G-BGBV','T65','Y','Y'
'I','4058F1','Ka-6','G-DEAH','','Y','Y'
'I','4058FE','K6Cr','G-DBNH','BNH','Y','Y'
'I','4058FF','Puchacz','G-CFUY','FUY','Y','Y'
'I','405908','Discus b','G-CFHR','Q5','Y','Y'
'I','405914','Discus B','G-CFCA','762','Y','Y'
'I','405926','Std. Cirrus','G-CKFA','S75','Y','Y'
'I','40592A','DG100','G-CKHV','KHV','Y','Y'
'I','40592E','SZD 51 Junior','G-CFFV','FFV','Y','Y'
'I','405931','ASW 24','G-CJEL','JEL','Y','Y'
'I','405939','SZD-50-3 Puchacz','G-CJRJ','JRJ','Y','Y'
'I','40593D','ASK 23','G-DEVX','EVX','Y','Y'
'I','405958','ASW15B','G-CJDM','JDM','Y','Y'
'I','40596C','Ka6E','G-DCCL','6UP','Y','Y'
'I','405975','ASW27','G-CKBX','AV8','Y','Y'
'I','405977','DG-100 Elan','G-CFYU','DG','Y','Y'
'I','405978','ASW 20 CL','G-CFTP','332','Y','Y'
'I','40597B','Std Libelle','G-CHJR','B9','Y','Y'
'I','405996','Nimbus 2','G-CHBV','827','N','Y'
'I','4059A1','ASK 21','G-DEPD','EPD','Y','Y'
'I','4059A4','ASW-15B','G-CKRR','KRR','Y','Y'
'I','4059AA','Ka6E','G-CJHL','JHL','Y','Y'
'I','4059BE','Dart 15','G-DBWO','BWO','Y','Y'
'I','4059C3','LS3','G-DEEX','EEX','Y','Y'
'I','4059C8','Pilatus B4','G-CHLC','HLC','Y','Y'
'I','4059DB','ASK18','G-CJSZ','JSZ','Y','Y'
'I','4059DD','Ventus 2cT','G-CJLA','11','Y','Y'
'I','4059DF','Discus','G-CJGM','R53','Y','Y'
'I','4059F4','DG 200','G-DADJ','58','Y','Y'
'I','405A03','GLIDER','G-DHEM','EHM','Y','Y'
'I','405A0E','Nimbus 2b','G-CFRC','998','Y','Y'
'I','405A12','ASK21','G-CKRW','R19','Y','Y'
'I','405A1B','LS4','G-CHLB','365','Y','Y'
'I','405A43','DG-300','G-DFCM','411','Y','Y'
'I','405A58','Astir CS','G-DDFR','DFR','Y','Y'
'I','405A5A','Grob Std. Astir II','G-DEEO','EEO','Y','Y'
'I','405A86','Slingsby Vega 15m','G-DDXG','DXG','Y','Y'
'I','405A8F','Glider','G-CHDV','J34','Y','Y'
'I','405ABE','ASK-21','G-DETA','ETA','Y','Y'
'I','405AC0','Mini Nimbus','G-DDSP','270','Y','Y'
'I','405AC4','Pegase 101A','G-CKAE','KAE','Y','Y'
'I','405ACD','Discus bt','G-CFYX','FYX','Y','Y'
'I','405ADB','LS4','G-DESC','379','Y','Y'
'I','405ADC','DG101G','G-DENU','435','Y','Y'
'I','405ADD','ASW-19','G-RZEE','999','Y','Y'
'I','405ADF','Cirrus','G-CKBT','633','Y','Y'
'I','405AEB','Discus','G-CGDR','GDR','Y','Y'
'I','405AF3','Std Cirrus','G-DCTT','873','Y','Y'
'I','405B0E','Ventus','G-CHHN','979','Y','Y'
'I','405B2F','Ka8','G-DCYZ','CYZ','Y','Y'
'I','405B37','ASK 21','G-CKEJ','KEJ','Y','Y'
'I','405B47','ASK-13','G-EEBL','EBL','Y','Y'
'I','405B5F','K-8B','G-CJOZ','JOZ','Y','Y'
'I','405BB6','DG-300','G-CHVM','393','Y','Y'
'I','405BB8','LS8-18','G-FLUZ','618','Y','Y'
'I','405BBA','ASTIR CS77','G-EEVL','EVL','Y','Y'
'I','405BEA','Ka-6E','G-CJAL','JAL','Y','Y'
'I','405BFA','Pilatus  B4-PC11','G-DDBC','851','Y','Y'
'I','405C02','Slingsby T51 - Dart 17R','G-DRAT','121','Y','Y'
'I','405C14','Grob G102 Astir CS','G-CGAT','GAT','Y','Y'
'I','405C37','DG202/17','G-CJDD','JDD','Y','Y'
'I','405C42','ASK-21','CFYF','FYF','Y','Y'
'I','405C4C','Duo Discus t','G-ODDZ','DD2','Y','Y'
'I','405C53','Grob G103A Twin II Acro','G-DEWG','EWG','Y','Y'
'I','405C6C','ASK-21','G-DJMC','R22','N','Y'
'I','405C6D','LS6a','GDFBE','S6','Y','Y'
'I','405C7A','Grob Astir CS','G-DDKR','DKR','Y','Y'
'I','405C9E','LibelleStd.','G-DCSJ','CSJ','Y','Y'
'I','405CAF','Glider','G-CHZV','P61','Y','Y'
'I','405CB1','Astir CS','G-DDMP','533','Y','Y'
'I','405CC0','Ka-6','G-CFLS','FLS','N','Y'
'I','405CC7','KA6 CR','G-DBOL','BOL','Y','Y'
'I','405D1C','Glider','G-CHWP','','Y','Y'
'I','405D39','Schleicher ASW 19B','G-DFFP','931','Y','Y'
'I','405D51','Robin DR 400','G-SJMH','MH','Y','Y'
'I','405D72','LS-4','G-DGDJ','450','Y','Y'
'I','405D7D','ASK-21','G-CJMS','R23','Y','Y'
'I','405D86','ASW 20F','G-EEBN','37','Y','Y'
'I','405D9C','ASK21','G-DECW','ECW','Y','Y'
'I','405DC1','ASW15b','G-CKSL','KSL','Y','Y'
'I','405DCA','Schleicher Ka6E','G-CFSS','FSS','Y','Y'
'I','405DE0','Grob G103 Twin Astir','G-DDSJ','DSJ','Y','Y'
'I','405DE2','G102 ASTIR CS','G-DDLM','DLM','Y','Y'
'I','405DE4','Grob Astir CS','G-CMWK','MWK','N','Y'
'I','405DEE','K13','G-DDVX','DVX','Y','Y'
'I','405DEF','K8','G-CHLH','HLH','Y','Y'
'I','405DF6','ASK-13','G-CHVO','HVQ','Y','Y'
'I','405E09','ASK-18','G-CJMA','R36','Y','Y'
'I','405E0B','ASW-20','G-DDVV','DV','N','Y'
'I','405E0D','Club Libelle','G-CFYG','FYG','Y','Y'
'I','405E17','Std. Cirrus','G-DCPU','761','Y','Y'
'I','405E29','ASW-27','G-CHUE','N5','Y','Y'
'I','405E34','K-8B','G-DCFF','CFF','Y','Y'
'I','405E37','Duo Discus','G-DJAC','JAC','Y','Y'
'I','405E52','Ventus CT','G-DFHS','154','Y','Y'
'I','405E59','Glider','G-CKGM','KGM','Y','Y'
'I','405E60','ASG29E','G-NYNE','A','Y','Y'
'I','405E74','Motorplane','G-TWSS','TWS','Y','Y'
'I','405E82','ASG 29E','G-CRJW','W8','Y','Y'
'I','405E9C','Grob Club Astir','G-CJML','R63','Y','Y'
'I','405EB0','Vans RV-8','G XRVB','','Y','Y'
'I','405F15','ASG29E','G-IIOO','F0','Y','Y'
'I','405F1C','Vega','G-BGCB','EML','Y','Y'
'I','405F87','K21','G-KXXI','XXI','Y','Y'
'I','405F96','Grob G109','G-OFIX','FIX','Y','Y'
'I','405F9B','Vans RV-8','G-RUVE','','Y','Y'
'I','405FB2','DG-100','G-CJEZ','274','Y','Y'
'I','405FE0','Ventus 2CT','G-CJUF','46','Y','Y'
'I','406026','Ventus 2cxT','G-CKTB','M3','Y','Y'
'I','406031','Eurostar EV97','G-HMCA','MCA','Y','Y'
'I','406042','Ka-8','G-DEED','EED','Y','Y'
'I','406054','DG-808 C','G-DJNE','112','N','Y'
'I','4060A2','Ventus 2','G-HLMB','B','Y','Y'
'I','40611C','Discus bt','G-SANT','SC','Y','Y'
'I','40613E','Eurostar EV97','G-HAEF','MEF','Y','Y'
'I','40624C','DG-200','G-CLEU','LEU','Y','Y'
'I','406256','DR400','G-OCGC','GC','Y','Y'
'I','4062DD','Duo Discus t','G-IGLI','563','Y','Y'
'I','406314','Ka-6E','G-CHJD','','Y','Y'
'I','40635F','Phoebus C','G-DCJJ','CJJ','Y','Y'
'I','4063C9','Duo Discus XLT','G-CLFX','XL','Y','Y'
'I','4063CC','SF-25','G-CGNW','','Y','Y'
'I','4064BF','MDM-1 Fox','G-IIFX','FOX','Y','Y'
'I','4064D5','Ventus 2C','G-CLGL','HA','Y','Y'
'I','406523','Europa XS','G-UMPY','','N','Y'
'I','406582','Duo Discus xlt','G-CLGZ','T3','Y','Y'
'I','4065B1','Grob Astir CS','G-DJBZ','R66','N','Y'
'I','40660B','Grob G109','G-CGXP','','Y','Y'
'I','406636','Grob 109B motor Glider','G-CGXW','','Y','Y'
'I','406654','Arcus T','G-JKRV','291','Y','Y'
'I','4066A3','Arcus T','G-KBWP','BW','Y','Y'
'I','4066B8','Astir CS-77','G-CHOT','HOT','Y','Y'
'I','4066EC','ASH-25 MI','G CLJE','LJE','Y','Y'
'I','4067B5','ASK-13','G-CJWJ','R38','Y','Y'
'I','40683D','WT9 Dynamic','G-CMEW','','N','Y'
'I','406844','Grob 109B','G-CHKF','KF','Y','Y'
'I','406881','Eurostar EV97 SL','G-CHMW','','Y','Y'
'I','406887','Duo Discus XLT','G-SAXL','16','Y','Y'
'I','4068CD','Puchacz','G-MRVN','VN','Y','Y'
'I','406960','Arcus T','G-CIAI','A!','Y','Y'
'I','406968','Arcus M','G-SMAR','AR','Y','Y'
'I','406993','Discus 2cT','G CLLB','','Y','Y'
'I','4069C6','Glasfluegel 304S','G-CLLH','LLH','Y','Y'
'I','4069CF','Ikarus C42 B','G-CICF','','N','Y'
'I','4069EC','HPH 304S Shark','G-WJET','JET','Y','Y'
'I','406A13','ASG-29E','G-CLLL','LLL','Y','Y'
'I','406A40','Towplane','G-TTUG','TUG','Y','Y'
'I','406A75','Ikarus C42 B','G-KTOW','','Y','Y'
'I','406A87','Eurofox 912(S)','G-CIFO','FO','Y','Y'
'I','406AA3','Arcus M','GKFVG','4M','Y','Y'
'I','406AD5','SF-25','G-SASF','SF','N','Y'
'I','406AE7','K6CR','G-DFTF','FTF','Y','Y'
'I','406B02','LS6-18W','G-CVBA','BA','Y','Y'
'I','406B82','PA 28','D-EVTA','','Y','Y'
'I','406BD9','EuroFox','G-ODGC','GC','Y','Y'
'I','406BE8','ASG29','G-CLNG','LNG','Y','Y'
'I','406BF4','HPH 304S Shark','G-TRBN','J5T','Y','Y'
'I','406BF8','DG303','G-CLMY','I3','Y','Y'
'I','406C10','Duo Discus','G-CKEV','R2','Y','Y'
'I','406C4E','LS-10','G-CILS','TT','Y','Y'
'I','406C50','Eurostar EV97','G-HMCF','MCF','Y','Y'
'I','406C6A','BRM Bristell','G-CIIL','','N','Y'
'I','406CE9','Grob109B','G-CINM','G-CINM','Y','Y'
'I','406CFD','Grob G109','G-CINO','INO','Y','Y'
'I','406CFF','Eurofox 914','G-CIKH','KH','Y','Y'
'I','406D47','HPH 304S Shark','G-CLON','28','Y','Y'
'I','406DD1','LS-10','G-KISP','SP','Y','Y'
'I','406DF2','Grob109b','G-OSPX','PX','Y','Y'
'I','406E0E','Eurofox','G-CIOF','OF','Y','Y'
'I','406E26','FalkeSF25C','G-KINT','','Y','Y'
'I','406E2D','ASK-21','G-CLOV','LOV','Y','Y'
'I','406E49','Astir','G-CITE','LPM','Y','Y'
'I','406E9B','Shark 304 SJ','G-GOXC','911','Y','Y'
'I','406EBA','ASG29E','G-CLPU','ES','Y','Y'
'I','406F1F','Glider','G-NDJS','80','Y','Y'
'I','406F46','glider','G-CLPZ','84','Y','Y'
'I','406F5C','LAK 17B','G-EEKI','JL','Y','Y'
'I','406FC2','Silent 2 Electro','G-CJBA','JBA','Y','Y'
'I','406FCA','Discus t','G-CLRJ','LRJ','Y','Y'
'I','407037','ASW-24','G-KALP','186','N','Y'
'I','40706B','HPH 304S Shark','G-JSRK','J2T','Y','Y'
'I','4070DB','Apis M','G-CJGT','JGT','Y','Y'
'I','4070FB','VENTUS-2C FES','G-CLSU','lsu','Y','Y'
'I','407150','Eurofox','G-CJHF','HF','Y','Y'
'I','407161','Silent 2 electro Glider','GCJIB','JIB','Y','Y'
'I','4071AD','JS-1 Revelation','G-DPER','ER','Y','Y'
'I','4071B0','Robin DR 400','G-ELSB','SB','Y','Y'
'I','40720B','Vans RV8','G-RVTX','','Y','Y'
'I','407230','Ventus-2C FES','G-CLTN','MH','Y','Y'
'I','40725C','LAK-17 AT','G PORG','RG','Y','Y'
'I','40727F','HPH 304S Shark','G-CLTW','SF','Y','Y'
'I','4072D9','Eurostar EV97','G-HMCH','MCH','Y','Y'
'I','4073B1','Grob109b','G-OSNX','NX','Y','Y'
'I','4073D9','LAK 17B FES Mini','G-CLUJ','LUJ','Y','Y'
'I','407410','Sherwood Scout','G-OUAV','','Y','Y'
'I','407475','ASK-23','G-CLUV','LUV','Y','Y'
'I','40750A','Discus 2t','G-JBOB','JO','Y','Y'
'I','407515','Discus 2C FES','G-CLVD','Z18','Y','Y'
'I','407553','Arcus T','G-CLVL','XX','Y','Y'
'I','4075BC','SZD-54-2 Perkoz','G-CLVO','LVO','Y','Y'
'I','4075DA','Grob109b','G-OSTX','TX','Y','Y'
'I','4075E1','Nimbus 2B','G-DDVA','LB','Y','Y'
'I','407654','Vans RV-8','G-PAPJ','','Y','Y'
'I','407659','Groppo Trail','G-CLCO','','Y','Y'
'I','40765A','Glider','G-CLVZ','','Y','Y'
'I','407679','Robin DR-400','G-CLAJ','AJ','Y','Y'
'I','407682','Vans RV 14','G-RVDD','','Y','Y'
'I','4076BD','ASG-29Es','G-UBOO','644','Y','Y'
'I','4076CA','Eurofox','G-OSGC','G-GC','Y','Y'
'I','4076D5','Discus 2c FES','G-DTOF','921','N','Y'
'I','407723','Glider','G-CLWP','WP','Y','Y'
'I','407738','SF-25','G-KRAN','AN','Y','Y'
'I','40774C','SF25c','G-KLUB','UB','Y','Y'
'I','4077AE','Grob109b','G-OSOX','OX','Y','Y'
'I','4077B9','Vans RV14','G-STRV','','Y','Y'
'I','407803','Robinson R66','G-WILC','','Y','Y'
'I','40788E','Ventus-3M','G-CLXO','Z9','Y','Y'
'I','4078BB','Ventus 2cxT','G-KADS','KS','Y','Y'
'I','407917','Ventus 3TS','G-CLXN','LXN','Y','Y'
'I','407920','Ventus 3F glider','G-CLYD','406','Y','Y'
'I','40793F','Glider','G-FEBU','BU','Y','Y'
'I','407975','Junior','G-CLYL','VB','Y','Y'
'I','40797E','Antares E1','G-KZEN','ZEN','Y','Y'
'I','407984','Discus-2cFES','G-CLMB','D2','Y','Y'
'I','4079D5','AS33Es','G-WLLW','10','Y','Y'
'I','407A9A','Ventus 3TP','G-CLVG','306','Y','Y'
'I','407AA6','Glider','MC','MC','Y','Y'
'I','407B0C','AS33Es','G-TTRE','9','Y','Y'
'I','407B38','Perkoz','G-CLZS','LZS','Y','Y'
'I','407B77','LAK 17AT','G-IANM','IANM','Y','Y'
'I','407BD7','SZD-54-2 Perkoz','G-FMAC','MAC','Y','Y'
'I','407BE0','Quickie','G-BKSK','','Y','Y'
'I','407C52','Glider','A5','A5','Y','Y'
'I','407C86','ASK-21 MI','G-CMBN','MBN','Y','Y'
'I','407D43','Eurofox','G-CMEV','EV','Y','Y'
'I','407D9D','Bristell NG5','G-HAII','','Y','Y'
'I','407DDE','Eurofox','G-CMLY','LY','Y','Y'
'I','407E1B','HPH Shark 304eS','G-DMAW','VH','Y','Y'
'I','407E2B','Eurofox','G-CMJH','','Y','Y'
'I','407E92','AS 33es','G-DMBC','37','Y','Y'
'I','407E96','Blanik','G-DMAX','MAX','Y','Y'
'I','407EFA','Eurofox','G-CMMO','MO','Y','Y'
'I','407F08','JS3','G-RIFZ','DG5','Y','Y'
'I','407F1C','LS8-e','G-RAVT','OK','Y','Y'
'I','407F2A','Eurofox 915','G-SGCA','GCA','Y','Y'
'I','40801E','Ventus 2ct','G-DMCB','S1','Y','Y'
'I','4080A3','JS3','G-DMCF','802','Y','Y'
'I','4080A6','SZD-50-3 Puchacz','G-DLGC','GC1','Y','Y'
'I','4081E9','HPH 304TS','G-EMCS','TH','Y','Y'
'I','4081FF','Kestrel 19','G-DCZS','CZS','Y','Y'
'I','408208','Eurofox','G-CMYH','','Y','Y'
'I','408232','Eurofox 915','G-CNAP','AP','Y','Y'
'I','4082DA','Perkoz','G-FESH','PK2','Y','Y'
'I','4082ED','SZD-59 Acro','G-OSZD','SZD','Y','Y'
'I','420320','ASW20CL','OE-5339','DY','Y','Y'
'I','42525F','HANG GLIDER','ATOSVQ11','16','Y','Y'
'I','43C38D','DHC-1 Chipmunk','WG486','','N','Y'
'I','43C38E','DHC-1 Chipmunk','WK518','','N','Y'
'I','43C38F','Douglas Dakota III','ZA947','','N','Y'
'I','43C390','Hawker Hurricane','LF363','','N','Y'
'I','43C391','Hawker Hurricane','PZ865','','N','Y'
'I','43C392','Avro Lancaster B1','PA474','','N','Y'
'I','43C393','Supermarine Spitfire','P7350','','N','Y'
'I','43C394','Supermarine Spitfire','AB910','','N','Y'
'I','43C395','Supermarine Spitfire','MK356','','N','Y'
'I','43C396','Supermarine Spitfire','TE311','','N','Y'
'I','43C397','Supermarine Spitfire','PM631','','N','Y'
'I','43C398','Supermarine Spitfire','PS915','','N','Y'
'I','44002A','DR-400','OE-DYV','YV','Y','Y'
'I','440071','DV20','OE-AKS','AKS','Y','Y'
'I','4400E0','Cessna 182 Skylane','OEDID','DID','Y','Y'
'I','440147','Diamond Star DA40-180','OE-DSR','DSR','Y','Y'
'I','4401B5','ASH-31 Mi','OE-9507','777','Y','Y'
'I','4401E0','Motorglider','OE-9477','','Y','Y'
'I','44020F','Beech Bonanza F33A','OE-KMX','KMX','Y','Y'
'I','440210','Cessna C182Q','OE-DIV','DIV','Y','Y'
'I','440216','WT9 Dynamic','OE-7166','','Y','Y'
'I','44027E','DA40','OE-KWR','KWR','Y','Y'
'I','440286','B23','OE-ASO','','Y','Y'
'I','4402AA','JS3 RES','OE-9533','TE','Y','Y'
'I','4402BD','Robin DR400-180R','OE-KUM','KUM','Y','Y'
'I','4402C3','Ultralight','OE-7113','','N','Y'
'I','4402E1','Dynamic WT-9','OE-7168','','Y','Y'
'I','44030A','DA20 Katana','OE-CCS','','Y','Y'
'I','440317','Stern ST87','OE-VSL','','Y','Y'
'I','440326','LS 8','OE-5616','ZL','Y','Y'
'I','44032A','LS 8','OE-5691','ZI','Y','Y'
'I','440346','LS 8-18','OE-5679','O79','Y','Y'
'I','440355','Dimona HK-36 TTC','OE-9500','','Y','Y'
'I','4403B6','BX2','OE-CEN','','Y','Y'
'I','4403C4','Experimental','OE-AWS','AWS','Y','Y'
'I','4403CA','HK36','OE-9482','','Y','Y'
'I','440434','WT9','OE-7127','WT9','Y','Y'
'I','440449','HK36 Super Dimona','OE-9432','432','Y','Y'
'I','44044B','Piper PA-28-161','OE-KSM','KSM','Y','Y'
'I','44047B','Vans RV-8','OE-AUG','','Y','Y'
'I','4404AD','Experimental','OE-AZA','','N','Y'
'I','4404BE','LS4-b','OE-5725','T5','Y','Y'
'I','4404C9','DA20 - Katana','OE-AAN','','Y','Y'
'I','4404CA','DG-300','OE-5354','VW','Y','Y'
'I','4404E3','DV20 Katana','OEAHM','AHM','Y','Y'
'I','4404E4','PA-28','OEDKT','DKT','Y','Y'
'I','4404E5','SF-25','OE9280','280','Y','Y'
'I','4404EC','DV20 Katana','OECOO','COO','Y','Y'
'I','440509','HK36 Super Dimona','OE-9438','O38','Y','Y'
'I','440521','DV20 Katana','OECOG','COG','Y','Y'
'I','440525','HK36 TC - Dimona','OE-9447','','Y','Y'
'I','440559','Husky A1','OE-ABV','BV','Y','Y'
'I','4405AE','Europa XS','OE-ACH','','Y','Y'
'I','4405C0','Lancair 390','OE–CCM','','Y','Y'
'I','44064C','Job15-150','OE-DOE','','Y','Y'
'I','4406B4','PA-28','OE-DPF','','Y','Y'
'I','4406B5','DG-1001 M','OE-9513','OE','Y','Y'
'I','4406BE','DA20 Katana','OE-AAE','GKA','Y','Y'
'I','4406C1','WT9 Dynamic','OE-AOM','','N','Y'
'I','4406CE','Janus B','OE-5500','F5','Y','Y'
'I','4406EA','Aquila A210','OE-ABW','OBW','Y','Y'
'I','4406EB','Aquila A210','OE-AJW','OJW','Y','Y'
'I','4406F5','Columbia 350','OE-DZR','','N','Y'
'I','44072B','Kestrel','OE-5026','2M','Y','Y'
'I','440761','Cessna 172','OE-KRE','KRE','Y','Y'
'I','440763','HK36 TTC - Dimona','OE-9492','','Y','Y'
'I','440774','SF-25','OE-9449','O49','Y','Y'
'I','44078B','WT9 Turbo Dynamic','OE-7135','WT9','Y','Y'
'I','4407D8','Cessna 150','OE-CMK','','N','Y'
'I','4407DC','Robin DR400-180R','OE-DTI','DTI','Y','Y'
'I','4407DD','DG-1000','OE-5710','K1','Y','Y'
'I','4407F9','LS-4','OE-5391','K5','Y','Y'
'I','4407FA','ASH-26 E','OE-9461','ASH','Y','Y'
'I','44080B','Cessna 172','OE-DTA','DTA','Y','Y'
'I','440835','DG300','OE-5473','K4','Y','Y'
'I','44084E','HK36 Super Dimona','OE-9496','96','Y','Y'
'I','440870','Cessna 172','OEDYU','DYU','Y','Y'
'I','4408A5','LS7WL','OE-5493','3O','Y','Y'
'I','4408B0','WT9 Dynamic','OE-7000','','Y','Y'
'I','4408B2','LS4b','OE-5569','F4','Y','Y'
'I','4408C8','Unknown','niu1','','Y','Y'
'I','4408CA','WT9 Dynamic','OE7007','','Y','Y'
'I','4408CE','WT9 Dynamic','OE-7143','','Y','Y'
'I','4408DA','Robin DR 400','OEKUB','KUB','Y','Y'
'I','4408E6','Cessna 150L','OE-ATX','ATX','Y','Y'
'I','4408EF','Piper Pa-18 Super-Cup','OE-APE','APE','Y','Y'
'I','4408F3','DV20 Katana','OEALJ','ALJ','Y','Y'
'I','4408F6','DV20 Katana','OECBR','CBR','Y','Y'
'I','44091F','Cessna 152','OE-CLA','CLA','Y','Y'
'I','440966','DA20 - Katana','OE-AIN','','Y','Y'
'I','44099D','WT9 Dynamic','OE-7145','','Y','Y'
'I','440A20','H-301','OE0704','RT','Y','Y'
'I','440A81','LS4','OE-5340','F2','Y','Y'
'I','440B45','WT9 Dynamic','OE-7153','','Y','Y'
'I','440B62','Skybolt','OE-CAF','','Y','Y'
'I','440D4E','LS-4b','OE-5621','','Y','Y'
